new_geneID	originalID	chromosome	start	end	strand
contig_1958	MRS001958	MRS.Chr	1994439	1994972	-
contig_1959	MRS001959	MRS.Chr	1995139	1996389	+
contig_1960	MRS001960	MRS.Chr	1996450	1996998	-
contig_1961	MRS001961	MRS.Chr	1997362	1998051	+
contig_1962	MRS001962	MRS.Chr	1998350	1999312	+
contig_1963	MRS001963	MRS.Chr	1999452	2000600	-
contig_1964	MRS001964	MRS.Chr	2000925	2002073	+
contig_1965	MRS001965	MRS.Chr	2002134	2003102	+
contig_1966	MRS001966	MRS.Chr	2003164	2003658	-
contig_1967	MRS001967	MRS.Chr	2003758	2003934	-
contig_1968	MRS001968	MRS.Chr	2004064	2005371	-
contig_1969	MRS001969	MRS.Chr	2005554	2006840	-
contig_1970	MRS001970	MRS.Chr	2006837	2007667	-
contig_1971	MRS001971	MRS.Chr	2008174	2008863	+
contig_1972	MRS001972	MRS.Chr	2008927	2009637	-
contig_1973	MRS001973	MRS.Chr	2009637	2010344	-
contig_1974	MRS001974	MRS.Chr	2010331	2010723	-
contig_1975	MRS001975	MRS.Chr	2010847	2011545	+
contig_1976	MRS001976	MRS.Chr	2011871	2012707	-
contig_1977	MRS001977	MRS.Chr	2012742	2014085	-
contig_1978	MRS001978	MRS.Chr	2014819	2015298	+
contig_1979	MRS001979	MRS.Chr	2015543	2016637	+
contig_1980	MRS001980	MRS.Chr	2016687	2017547	+
contig_1981	MRS001981	MRS.Chr	2017828	2019582	+
contig_1982	MRS001982	MRS.Chr	2019766	2020173	+
contig_1983	MRS001983	MRS.Chr	2020317	2021246	-
contig_1984	MRS001984	MRS.Chr	2021531	2022628	+
contig_1985	MRS001985	MRS.Chr	2022710	2023456	-
contig_1986	MRS001986	MRS.Chr	2023462	2023920	-
contig_1987	MRS001987	MRS.Chr	2024139	2024630	-
contig_1988	MRS001988	MRS.Chr	2024648	2025511	-
contig_1989	MRS001989	MRS.Chr	2025575	2026837	-
contig_1990	MRS001990	MRS.Chr	2027618	2028760	+
contig_1991	MRS001991	MRS.Chr	2028764	2029963	+
contig_1992	MRS001992	MRS.Chr	2030046	2030714	+
contig_1993	MRS001993	MRS.Chr	2030707	2031480	+
contig_1994	MRS001994	MRS.Chr	2031509	2032321	+
contig_1995	MRS001995	MRS.Chr	2032380	2033606	-
contig_1996	MRS001996	MRS.Chr	2033609	2034814	-
contig_1997	MRS001997	MRS.Chr	2034817	2035587	-
contig_1998	MRS001998	MRS.Chr	2035603	2036211	-
contig_1999	MRS001999	MRS.Chr	2036280	2036786	+
contig_2000	MRS002000	MRS.Chr	2036909	2037637	+
contig_2001	MRS002001	MRS.Chr	2037720	2037917	-
contig_2002	MRS002002	MRS.Chr	2038776	2039612	-
contig_2003	MRS002003	MRS.Chr	2039844	2040368	+
contig_2004	MRS002004	MRS.Chr	2040426	2040962	-
contig_2005	MRS002005	MRS.Chr	2041110	2042468	-
contig_2006	MRS002006	MRS.Chr	2042766	2043434	-
contig_2007	MRS002007	MRS.Chr	2043622	2047440	+
contig_2008	MRS002008	MRS.Chr	2047445	2048206	+
contig_2009	MRS002009	MRS.Chr	2048213	2049073	+
contig_2010	MRS002010	MRS.Chr	2049134	2050024	+
contig_2011	MRS002011	MRS.Chr	2050011	2050697	+
contig_2012	MRS002012	MRS.Chr	2050841	2051197	+
contig_2013	MRS002013	MRS.Chr	2051334	2052074	+
contig_2014	MRS002014	MRS.Chr	2052067	2053215	+
contig_2015	MRS002015	MRS.Chr	2053231	2053875	+
contig_2016	MRS002016	MRS.Chr	2053983	2054645	-
contig_2017	MRS002017	MRS.Chr	2054661	2055512	-
contig_2018	MRS002018	MRS.Chr	2055807	2057450	+
contig_2019	MRS002019	MRS.Chr	2057459	2057710	+
contig_2020	MRS002020	MRS.Chr	2057711	2057944	+
contig_2021	MRS002021	MRS.Chr	2058073	2058918	-
contig_2022	MRS002022	MRS.Chr	2058982	2059635	+
contig_2023	MRS002023	MRS.Chr	2059690	2060319	-
contig_2024	MRS002024	MRS.Chr	2060676	2061491	-
contig_2025	MRS002025	MRS.Chr	2061537	2061893	-
contig_2026	MRS002026	MRS.Plasmid1	40	1008	+
contig_2027	MRS002027	MRS.Plasmid1	1232	2011	+
contig_2028	MRS002028	MRS.Plasmid1	2524	4035	+
contig_2029	MRS002029	MRS.Plasmid1	4035	5849	+
contig_2030	MRS002030	MRS.Plasmid1	5849	6616	+
contig_2031	MRS002031	MRS.Plasmid1	6628	7320	+
contig_2032	MRS002032	MRS.Plasmid1	7970	8128	+
contig_2033	MRS002033	MRS.Plasmid1	8454	10217	-
contig_2034	MRS002034	MRS.Plasmid1	10282	11166	-
contig_2035	MRS002035	MRS.Plasmid1	11446	11664	+
contig_2036	MRS002036	MRS.Plasmid1	11709	12437	-
contig_2037	MRS002037	MRS.Plasmid1	12560	13066	-
contig_2038	MRS002038	MRS.Plasmid1	13270	13950	+
contig_2039	MRS002039	MRS.Plasmid1	13943	14143	+
contig_2040	MRS002040	MRS.Plasmid1	14218	16443	-
contig_2041	MRS002041	MRS.Plasmid1	16694	17083	-
contig_2042	MRS002042	MRS.Plasmid1	17754	17966	-
contig_2043	MRS002043	MRS.Plasmid1	18331	18693	-
contig_2044	MRS002044	MRS.Plasmid1	18732	19322	-
contig_2045	MRS002045	MRS.Plasmid1	19401	19658	+
contig_2046	MRS002046	MRS.Plasmid1	19651	19962	+
contig_2047	MRS002047	MRS.Plasmid1	20221	21480	-
contig_2048	MRS002048	MRS.Plasmid1	21935	22441	+
contig_2049	MRS002049	MRS.Plasmid1	22564	23292	+
contig_2050	MRS002050	MRS.Plasmid1	23637	23789	+
contig_2051	MRS002051	MRS.Plasmid1	23786	24664	+
contig_2052	MRS002052	MRS.Plasmid1	24922	25128	+
contig_2053	MRS002053	MRS.Plasmid1	25247	25432	-
contig_2054	MRS002054	MRS.Plasmid1	25466	26029	-
contig_2055	MRS002055	MRS.Plasmid1	26022	27176	-
contig_2056	MRS002056	MRS.Plasmid1	28101	28280	+
contig_2057	MRS002057	MRS.Plasmid1	29024	30196	-
contig_2058	MRS002058	MRS.Plasmid1	30178	30513	-
contig_2059	MRS002059	MRS.Plasmid1	30801	31307	+
contig_2060	MRS002060	MRS.Plasmid1	31430	32158	+
contig_2061	MRS002061	MRS.Plasmid1	32646	34760	+
contig_2062	MRS002062	MRS.Plasmid1	34974	35141	-
contig_2063	MRS002063	MRS.Plasmid1	35219	35590	-
contig_2064	MRS002064	MRS.Plasmid1	36409	37635	-
contig_2065	MRS002065	MRS.Plasmid1	38339	38506	+
contig_2066	MRS002066	MRS.Plasmid1	38858	38971	-
contig_2067	MRS002067	MRS.Plasmid1	39010	39165	-
contig_2068	MRS002068	MRS.Plasmid1	39258	39524	-
contig_2069	MRS002069	MRS.Plasmid1	39567	39758	-
contig_2070	MRS002070	MRS.Plasmid1	39778	40044	-
contig_2071	MRS002071	MRS.Plasmid1	40086	40877	-
contig_2072	MRS002072	MRS.Plasmid1	40991	41554	-
contig_2073	MRS002073	MRS.Plasmid2	1	312	+
contig_2074	MRS002074	MRS.Plasmid2	316	1005	+
contig_2075	MRS002075	MRS.Plasmid2	1084	1176	-
contig_2076	MRS002076	MRS.Plasmid2	1191	1709	-
contig_2077	MRS002077	MRS.Plasmid2	2029	2469	-
contig_2078	MRS002078	MRS.Plasmid2	2500	2691	-
contig_2079	MRS002079	MRS.Plasmid2	2684	3163	-
contig_2080	MRS002080	MRS.Plasmid2	3237	3401	-
contig_2081	MRS002081	MRS.Plasmid2	3652	3837	-
contig_2082	MRS002082	MRS.Plasmid2	4248	4607	-
contig_2083	MRS002083	MRS.Plasmid2	4649	4939	-
contig_2084	MRS002084	MRS.Plasmid2	5062	5652	-
contig_2085	MRS002085	MRS.Plasmid2	6181	6714	+
contig_2086	MRS002086	MRS.Plasmid2	6705	7769	+
contig_2087	MRS002087	MRS.Plasmid2	7773	8468	+
contig_2088	MRS002088	MRS.Plasmid2	8791	9528	-
contig_2089	MRS002089	MRS.Plasmid2	10048	10329	-
contig_2090	MRS002090	MRS.Plasmid2	10509	10694	-
contig_2091	MRS002091	MRS.Plasmid2	10723	10851	-
contig_2092	MRS002092	MRS.Plasmid2	11011	11484	-
contig_2093	MRS002093	MRS.Plasmid2	11535	11675	-
contig_2094	MRS002094	MRS.Plasmid2	12300	12446	+
contig_2095	MRS002095	MRS.Plasmid2	13484	13795	+
contig_2096	MRS002096	MRS.Plasmid2	13799	14488	+
contig_2097	MRS002097	MRS.Plasmid2	14567	14659	-
contig_2098	MRS002098	MRS.Plasmid2	14674	15192	-
contig_2099	MRS002099	MRS.Plasmid2	15512	15952	-
contig_2100	MRS002100	MRS.Plasmid2	15983	16174	-
contig_2101	MRS002101	MRS.Plasmid2	16167	16646	-
contig_2102	MRS002102	MRS.Plasmid2	16720	16884	-
contig_2103	MRS002103	MRS.Plasmid2	17135	17320	-
contig_2104	MRS002104	MRS.Plasmid2	17731	18090	-
contig_2105	MRS002105	MRS.Plasmid2	18132	18422	-
contig_2106	MRS002106	MRS.Plasmid2	18545	19135	-
contig_2107	MRS002107	MRS.Plasmid2	19664	20197	+
contig_2108	MRS002108	MRS.Plasmid2	20188	21252	+
contig_2109	MRS002109	MRS.Plasmid2	21256	21951	+
contig_2110	MRS002110	MRS.Plasmid2	22274	23011	-
contig_2111	MRS002111	MRS.Plasmid2	23531	23812	-
contig_2112	MRS002112	MRS.Plasmid2	23992	24177	-
contig_2113	MRS002113	MRS.Plasmid2	24206	24334	-
contig_2114	MRS002114	MRS.Plasmid2	24494	24967	-
contig_2115	MRS002115	MRS.Plasmid2	25018	25158	-
contig_2116	MRS002116	MRS.Plasmid2	25783	25929	+
contig_2117	MRS002117	MRS.Plasmid3	1	912	+
contig_2118	MRS002118	MRS.Plasmid3	1058	1744	+
contig_2119	MRS002119	MRS.Plasmid3	2035	2556	+
contig_2120	MRS002120	MRS.Plasmid3	2565	3425	+
contig_2121	MRS002121	MRS.Plasmid3	4402	4581	-
contig_2122	MRS002122	MRS.Plasmid3	4936	6699	+
contig_2123	MRS002123	MRS.Plasmid3	6856	7038	+
contig_2124	MRS002124	MRS.Plasmid3	7152	7742	+
contig_2125	MRS002125	MRS.Plasmid3	7739	8758	-
contig_2126	MRS002126	MRS.Plasmid3	8838	9119	+
contig_2127	MRS002127	MRS.Plasmid3	9112	9393	+
contig_2128	MRS002128	MRS.Plasmid3	9903	10226	+
contig_2129	MRS002129	MRS.Plasmid3	10205	11605	+
contig_2130	MRS002130	MRS.Plasmid3	11602	12267	+
contig_2131	MRS002131	MRS.Plasmid3	12369	12791	-
contig_2132	MRS002132	MRS.Plasmid3	12909	13265	-
contig_2133	MRS002133	MRS.Plasmid3	13240	13485	-
contig_2134	MRS002134	MRS.Plasmid3	13610	13750	-
contig_2135	MRS002135	MRS.Plasmid3	15204	15998	+
contig_2136	MRS002136	MRS.Plasmid3	16282	17220	+
contig_2137	MRS002137	MRS.Plasmid3	17238	17660	+
