CLOSPO_RS12580	contig1_1
CLOSPO_RS09310	contig2_1802
CLOSPO_RS09315	contig2_1803
CLOSPO_RS09320	contig2_1804
CLOSPO_RS09325	contig2_1805
CLOSPO_RS09330	contig2_1806
CLOSPO_RS09335	contig2_1807
CLOSPO_RS09340	contig2_1808
CLOSPO_RS09345	contig2_1809
CLOSPO_RS09350	contig2_1810
CLOSPO_RS09355	contig2_1811
CLOSPO_RS09360	contig2_1812
CLOSPO_RS09365	contig2_1813
CLOSPO_RS09370	contig2_1814
CLOSPO_RS09375	contig2_1815
CLOSPO_RS09380	contig2_1816
CLOSPO_RS09385	contig2_1817
CLOSPO_RS09390	contig2_1818
CLOSPO_RS09395	contig2_1819
CLOSPO_RS09400	contig2_1820
CLOSPO_RS09405	contig2_1821
CLOSPO_RS09410	contig2_1822
CLOSPO_RS09415	contig2_1823
CLOSPO_RS09420	contig2_1824
CLOSPO_RS09425	contig2_1825
CLOSPO_RS09430	contig2_1826
CLOSPO_RS09435	contig2_1827
CLOSPO_RS09440	contig2_1828
CLOSPO_RS09445	contig2_1829
CLOSPO_RS09450	contig2_1830
CLOSPO_RS09455	contig2_1831
CLOSPO_RS09460	contig2_1832
CLOSPO_RS09465	contig2_1833
CLOSPO_RS09470	contig2_1834
CLOSPO_RS09475	contig2_1835
CLOSPO_RS09480	contig2_1836
CLOSPO_RS09485	contig2_1837
CLOSPO_RS09490	contig2_1838
CLOSPO_RS09495	contig2_1839
CLOSPO_RS09500	contig2_1840
CLOSPO_RS09505	contig2_1841
CLOSPO_RS09510	contig2_1842
CLOSPO_RS09515	contig2_1843
CLOSPO_RS09520	contig2_1844
CLOSPO_RS09525	contig2_1845
CLOSPO_RS09530	contig2_1846
CLOSPO_RS09535	contig2_1847
CLOSPO_RS09540	contig2_1848
CLOSPO_RS09545	contig2_1849
CLOSPO_RS09550	contig2_1850
CLOSPO_RS09555	contig2_1851
CLOSPO_RS09560	contig2_1852
CLOSPO_RS09565	contig2_1853
CLOSPO_RS09570	contig2_1854
CLOSPO_RS09575	contig2_1855
CLOSPO_RS09580	contig2_1856
CLOSPO_RS09585	contig2_1857
CLOSPO_RS09590	contig2_1858
CLOSPO_RS09595	contig2_1859
CLOSPO_RS09600	contig2_1860
CLOSPO_RS09605	contig2_1861
CLOSPO_RS09610	contig2_1862
CLOSPO_RS09615	contig2_1863
CLOSPO_RS19965	contig2_1864
CLOSPO_RS09625	contig2_1865
CLOSPO_RS09630	contig2_1866
CLOSPO_RS09635	contig2_1867
CLOSPO_RS09640	contig2_1868
CLOSPO_RS09645	contig2_1869
CLOSPO_RS09650	contig2_1870
CLOSPO_RS09655	contig2_1871
CLOSPO_RS09660	contig2_1872
CLOSPO_RS09665	contig2_1873
CLOSPO_RS19695	contig2_1874
CLOSPO_RS09675	contig2_1875
CLOSPO_RS09680	contig2_1876
CLOSPO_RS09685	contig2_1877
CLOSPO_RS19700	contig2_1878
CLOSPO_RS09690	contig2_1879
CLOSPO_RS09695	contig2_1880
CLOSPO_RS09700	contig2_1881
CLOSPO_RS09705	contig2_1882
CLOSPO_RS09710	contig2_1883
CLOSPO_RS09715	contig2_1884
CLOSPO_RS09720	contig2_1885
CLOSPO_RS09725	contig2_1886
CLOSPO_RS09730	contig2_1887
CLOSPO_RS09735	contig2_1888
CLOSPO_RS09740	contig2_1889
CLOSPO_RS09745	contig2_1890
CLOSPO_RS09750	contig2_1891
CLOSPO_RS09755	contig2_1892
CLOSPO_RS09760	contig2_1893
CLOSPO_RS09765	contig2_1894
CLOSPO_RS09770	contig2_1895
CLOSPO_RS09775	contig2_1896
CLOSPO_RS09780	contig2_1897
CLOSPO_RS09785	contig2_1898
CLOSPO_RS09790	contig2_1899
CLOSPO_RS09795	contig2_1900
CLOSPO_RS09800	contig2_1901
CLOSPO_RS09805	contig2_1902
CLOSPO_RS09810	contig2_1903
CLOSPO_RS09815	contig2_1904
CLOSPO_RS09820	contig2_1905
CLOSPO_RS09825	contig2_1906
CLOSPO_RS09830	contig2_1907
CLOSPO_RS09835	contig2_1908
CLOSPO_RS09840	contig2_1909
CLOSPO_RS09845	contig2_1910
CLOSPO_RS09850	contig2_1911
CLOSPO_RS09855	contig2_1912
CLOSPO_RS09860	contig2_1913
CLOSPO_RS09865	contig2_1914
CLOSPO_RS09870	contig2_1915
CLOSPO_RS09875	contig2_1916
CLOSPO_RS09880	contig2_1917
CLOSPO_RS09890	contig2_1918
CLOSPO_RS09895	contig2_1919
CLOSPO_RS09900	contig2_1920
CLOSPO_RS09905	contig2_1921
CLOSPO_RS09910	contig2_1922
CLOSPO_RS09915	contig2_1923
CLOSPO_RS09920	contig2_1924
CLOSPO_RS09925	contig2_1925
CLOSPO_RS09930	contig2_1926
CLOSPO_RS19710	contig2_1927
CLOSPO_RS09935	contig2_1928
CLOSPO_RS09940	contig2_1929
CLOSPO_RS09945	contig2_1930
CLOSPO_RS09950	contig2_1931
CLOSPO_RS09955	contig2_1932
CLOSPO_RS09960	contig2_1933
CLOSPO_RS09965	contig2_1934
CLOSPO_RS09970	contig2_1935
CLOSPO_RS09975	contig2_1936
CLOSPO_RS09980	contig2_1937
CLOSPO_RS09985	contig2_1938
CLOSPO_RS09990	contig2_1939
CLOSPO_RS09995	contig2_1940
CLOSPO_RS10000	contig2_1941
CLOSPO_RS10005	contig2_1942
CLOSPO_RS10010	contig2_1943
CLOSPO_RS10015	contig2_1944
CLOSPO_RS10020	contig2_1945
CLOSPO_RS10025	contig2_1946
CLOSPO_RS10030	contig2_1947
CLOSPO_RS10035	contig2_1948
CLOSPO_RS10040	contig2_1949
CLOSPO_RS10045	contig2_1950
CLOSPO_RS10050	contig2_1951
CLOSPO_RS10055	contig2_1952
CLOSPO_RS10060	contig2_1953
CLOSPO_RS10065	contig2_1954
CLOSPO_RS10070	contig2_1955
CLOSPO_RS10075	contig2_1956
CLOSPO_RS10080	contig2_1957
CLOSPO_RS10085	contig2_1958
CLOSPO_RS10090	contig2_1959
CLOSPO_RS10095	contig2_1960
CLOSPO_RS10100	contig2_1961
CLOSPO_RS10105	contig2_1962
CLOSPO_RS10110	contig2_1963
CLOSPO_RS10115	contig2_1964
CLOSPO_RS10120	contig2_1965
CLOSPO_RS10125	contig2_1966
CLOSPO_RS10130	contig2_1967
CLOSPO_RS19970	contig2_1968
CLOSPO_RS10140	contig2_1969
CLOSPO_RS10145	contig2_1970
CLOSPO_RS10150	contig2_1971
CLOSPO_RS10155	contig2_1972
CLOSPO_RS10160	contig2_1973
CLOSPO_RS10165	contig2_1974
CLOSPO_RS10170	contig2_1975
CLOSPO_RS10175	contig2_1976
CLOSPO_RS10180	contig2_1977
CLOSPO_RS10185	contig2_1978
CLOSPO_RS10190	contig2_1979
CLOSPO_RS10195	contig2_1980
CLOSPO_RS10200	contig2_1981
CLOSPO_RS10205	contig2_1982
CLOSPO_RS10210	contig2_1983
CLOSPO_RS10215	contig2_1984
CLOSPO_RS10220	contig2_1985
CLOSPO_RS10225	contig2_1986
CLOSPO_RS20165	contig2_1987
CLOSPO_RS20170	contig2_1988
CLOSPO_RS10235	contig2_1989
CLOSPO_RS20440	contig2_1990
CLOSPO_RS10245	contig2_1991
CLOSPO_RS10250	contig2_1992
CLOSPO_RS19720	contig2_1993
CLOSPO_RS10255	contig2_1994
CLOSPO_RS10260	contig2_1995
CLOSPO_RS10265	contig2_1996
CLOSPO_RS10270	contig2_1997
CLOSPO_RS10275	contig2_1998
CLOSPO_RS10280	contig2_1999
CLOSPO_RS10285	contig2_2000
CLOSPO_RS10290	contig2_2001
CLOSPO_RS10295	contig2_2002
CLOSPO_RS10300	contig2_2003
CLOSPO_RS10305	contig2_2004
CLOSPO_RS10310	contig2_2005
CLOSPO_RS10315	contig2_2006
CLOSPO_RS10320	contig2_2007
CLOSPO_RS10325	contig2_2008
CLOSPO_RS10330	contig2_2009
CLOSPO_RS10335	contig2_2010
CLOSPO_RS10345	contig2_2011
CLOSPO_RS10350	contig2_2012
CLOSPO_RS10355	contig2_2013
CLOSPO_RS10360	contig2_2014
CLOSPO_RS10365	contig2_2015
CLOSPO_RS10370	contig2_2016
CLOSPO_RS10375	contig2_2017
CLOSPO_RS10380	contig2_2018
CLOSPO_RS10385	contig2_2019
CLOSPO_RS10390	contig2_2020
CLOSPO_RS10395	contig2_2021
CLOSPO_RS10400	contig2_2022
CLOSPO_RS10405	contig2_2023
CLOSPO_RS10410	contig2_2024
CLOSPO_RS10415	contig2_2025
CLOSPO_RS10420	contig2_2026
CLOSPO_RS10425	contig2_2027
CLOSPO_RS10430	contig2_2028
CLOSPO_RS10435	contig2_2029
CLOSPO_RS10440	contig2_2030
CLOSPO_RS10445	contig2_2031
CLOSPO_RS10450	contig2_2032
CLOSPO_RS10455	contig2_2033
CLOSPO_RS10460	contig2_2034
CLOSPO_RS10465	contig2_2035
CLOSPO_RS10470	contig2_2036
CLOSPO_RS10475	contig2_2037
CLOSPO_RS10480	contig2_2038
CLOSPO_RS10485	contig2_2039
CLOSPO_RS10490	contig2_2040
CLOSPO_RS10495	contig2_2041
CLOSPO_RS10500	contig2_2042
CLOSPO_RS10505	contig2_2043
CLOSPO_RS10510	contig2_2044
CLOSPO_RS10515	contig2_2045
CLOSPO_RS10520	contig2_2046
CLOSPO_RS10525	contig2_2047
CLOSPO_RS10530	contig2_2048
CLOSPO_RS10535	contig2_2049
CLOSPO_RS10540	contig2_2050
CLOSPO_RS10545	contig2_2051
CLOSPO_RS10550	contig2_2052
CLOSPO_RS10555	contig2_2053
CLOSPO_RS10560	contig2_2054
CLOSPO_RS10565	contig2_2055
CLOSPO_RS10570	contig2_2056
CLOSPO_RS10575	contig2_2057
CLOSPO_RS10580	contig2_2058
CLOSPO_RS10585	contig2_2059
CLOSPO_RS10590	contig2_2060
CLOSPO_RS10595	contig2_2061
CLOSPO_RS10600	contig2_2062
CLOSPO_RS10605	contig2_2063
CLOSPO_RS10610	contig2_2064
CLOSPO_RS10615	contig2_2065
CLOSPO_RS10620	contig2_2066
CLOSPO_RS10625	contig2_2067
CLOSPO_RS10630	contig2_2068
CLOSPO_RS10635	contig2_2069
CLOSPO_RS10640	contig2_2070
CLOSPO_RS10645	contig2_2071
CLOSPO_RS10650	contig2_2072
CLOSPO_RS10655	contig2_2073
CLOSPO_RS10660	contig2_2074
CLOSPO_RS10665	contig2_2075
CLOSPO_RS10670	contig2_2076
CLOSPO_RS10675	contig2_2077
CLOSPO_RS10680	contig2_2078
CLOSPO_RS10685	contig2_2079
CLOSPO_RS10690	contig2_2080
CLOSPO_RS10695	contig2_2081
CLOSPO_RS10700	contig2_2082
CLOSPO_RS10705	contig2_2083
CLOSPO_RS10710	contig2_2084
CLOSPO_RS10715	contig2_2085
CLOSPO_RS10720	contig2_2086
CLOSPO_RS10725	contig2_2087
CLOSPO_RS10730	contig2_2088
CLOSPO_RS10735	contig2_2089
CLOSPO_RS10740	contig2_2090
CLOSPO_RS10745	contig2_2091
CLOSPO_RS10750	contig2_2092
CLOSPO_RS10755	contig2_2093
CLOSPO_RS10760	contig2_2094
CLOSPO_RS10765	contig2_2095
CLOSPO_RS10770	contig2_2096
CLOSPO_RS10775	contig2_2097
CLOSPO_RS10780	contig2_2098
CLOSPO_RS20180	contig2_2099
CLOSPO_RS20185	contig2_2100
CLOSPO_RS10790	contig2_2101
CLOSPO_RS10795	contig2_2102
CLOSPO_RS10800	contig2_2103
CLOSPO_RS10805	contig2_2104
CLOSPO_RS10810	contig2_2105
CLOSPO_RS10815	contig2_2106
CLOSPO_RS10820	contig2_2107
CLOSPO_RS10825	contig2_2108
CLOSPO_RS10830	contig2_2109
CLOSPO_RS10835	contig2_2110
CLOSPO_RS10840	contig2_2111
CLOSPO_RS10845	contig2_2112
CLOSPO_RS10850	contig2_2113
CLOSPO_RS10855	contig2_2114
CLOSPO_RS10860	contig2_2115
CLOSPO_RS10865	contig2_2116
CLOSPO_RS10870	contig2_2117
CLOSPO_RS10875	contig2_2118
CLOSPO_RS10880	contig2_2119
CLOSPO_RS10885	contig2_2120
CLOSPO_RS10890	contig2_2121
CLOSPO_RS10895	contig2_2122
CLOSPO_RS10900	contig2_2123
CLOSPO_RS10910	contig2_2124
CLOSPO_RS20190	contig2_2125
CLOSPO_RS20195	contig2_2126
CLOSPO_RS10925	contig2_2127
CLOSPO_RS10930	contig2_2128
CLOSPO_RS10935	contig2_2129
CLOSPO_RS10940	contig2_2130
CLOSPO_RS10945	contig2_2131
CLOSPO_RS10950	contig2_2132
CLOSPO_RS10955	contig2_2133
CLOSPO_RS10960	contig2_2134
CLOSPO_RS10965	contig2_2135
CLOSPO_RS10970	contig2_2136
CLOSPO_RS10975	contig2_2137
CLOSPO_RS10980	contig2_2138
CLOSPO_RS10985	contig2_2139
CLOSPO_RS10990	contig2_2140
CLOSPO_RS10995	contig2_2141
CLOSPO_RS11000	contig2_2142
CLOSPO_RS11005	contig2_2143
CLOSPO_RS11010	contig2_2144
CLOSPO_RS11015	contig2_2145
CLOSPO_RS11020	contig2_2146
CLOSPO_RS11025	contig2_2147
CLOSPO_RS11030	contig2_2148
CLOSPO_RS11035	contig2_2149
CLOSPO_RS11040	contig2_2150
CLOSPO_RS11045	contig2_2151
CLOSPO_RS11050	contig2_2152
CLOSPO_RS11055	contig2_2153
CLOSPO_RS20200	contig2_2154
CLOSPO_RS20205	contig2_2155
CLOSPO_RS11065	contig2_2156
CLOSPO_RS11070	contig2_2157
CLOSPO_RS11075	contig2_2158
CLOSPO_RS11080	contig2_2159
CLOSPO_RS11085	contig2_2160
CLOSPO_RS19375	contig2_2161
CLOSPO_RS11090	contig2_2162
CLOSPO_RS20210	contig2_2163
CLOSPO_RS20215	contig2_2164
CLOSPO_RS11100	contig2_2165
CLOSPO_RS11105	contig2_2166
CLOSPO_RS11110	contig2_2167
CLOSPO_RS11115	contig2_2168
CLOSPO_RS11120	contig2_2169
CLOSPO_RS11125	contig2_2170
CLOSPO_RS11130	contig2_2171
CLOSPO_RS11135	contig2_2172
CLOSPO_RS11140	contig2_2173
CLOSPO_RS11145	contig2_2174
CLOSPO_RS11150	contig2_2175
CLOSPO_RS11155	contig2_2176
CLOSPO_RS11160	contig2_2177
CLOSPO_RS11165	contig2_2178
CLOSPO_RS11170	contig2_2179
CLOSPO_RS11175	contig2_2180
CLOSPO_RS11180	contig2_2181
CLOSPO_RS11185	contig2_2182
CLOSPO_RS11190	contig2_2183
CLOSPO_RS11195	contig2_2184
CLOSPO_RS11200	contig2_2185
CLOSPO_RS11205	contig2_2186
CLOSPO_RS11210	contig2_2187
CLOSPO_RS11215	contig2_2188
CLOSPO_RS11220	contig2_2189
CLOSPO_RS11225	contig2_2190
CLOSPO_RS11230	contig2_2191
CLOSPO_RS11235	contig2_2192
CLOSPO_RS11240	contig2_2193
CLOSPO_RS11245	contig2_2194
CLOSPO_RS11250	contig2_2195
CLOSPO_RS11255	contig2_2196
CLOSPO_RS11260	contig2_2197
CLOSPO_RS11265	contig2_2198
CLOSPO_RS11270	contig2_2199
CLOSPO_RS11275	contig2_2200
CLOSPO_RS11280	contig2_2201
CLOSPO_RS20220	contig2_2202
CLOSPO_RS11285	contig2_2203
CLOSPO_RS11290	contig2_2204
CLOSPO_RS11295	contig2_2205
CLOSPO_RS11300	contig2_2206
CLOSPO_RS11305	contig2_2207
CLOSPO_RS11310	contig2_2208
CLOSPO_RS11315	contig2_2209
CLOSPO_RS11320	contig2_2210
CLOSPO_RS11325	contig2_2211
CLOSPO_RS11330	contig2_2212
CLOSPO_RS11335	contig2_2213
CLOSPO_RS11340	contig2_2214
CLOSPO_RS11345	contig2_2215
CLOSPO_RS11350	contig2_2216
CLOSPO_RS11355	contig2_2217
CLOSPO_RS20035	contig2_2218
CLOSPO_RS11365	contig2_2219
CLOSPO_RS11370	contig2_2220
CLOSPO_RS11375	contig2_2221
CLOSPO_RS11380	contig2_2222
CLOSPO_RS11385	contig2_2223
CLOSPO_RS11390	contig2_2224
CLOSPO_RS11395	contig2_2225
CLOSPO_RS11400	contig2_2226
CLOSPO_RS11405	contig2_2227
CLOSPO_RS11410	contig2_2228
CLOSPO_RS20225	contig2_2229
CLOSPO_RS11420	contig2_2230
CLOSPO_RS11425	contig2_2231
CLOSPO_RS11430	contig2_2232
CLOSPO_RS11435	contig2_2233
CLOSPO_RS11440	contig2_2234
CLOSPO_RS11445	contig2_2235
CLOSPO_RS11450	contig2_2236
CLOSPO_RS11455	contig2_2237
CLOSPO_RS11460	contig2_2238
CLOSPO_RS11465	contig2_2239
CLOSPO_RS11470	contig2_2240
CLOSPO_RS11475	contig2_2241
CLOSPO_RS11480	contig2_2242
CLOSPO_RS11485	contig2_2243
CLOSPO_RS11490	contig2_2244
CLOSPO_RS11495	contig2_2245
CLOSPO_RS11500	contig2_2246
CLOSPO_RS11505	contig2_2247
CLOSPO_RS11510	contig2_2248
CLOSPO_RS11515	contig2_2249
CLOSPO_RS11520	contig2_2250
CLOSPO_RS11525	contig2_2251
CLOSPO_RS11530	contig2_2252
CLOSPO_RS11535	contig2_2253
CLOSPO_RS11540	contig2_2254
CLOSPO_RS11545	contig2_2255
CLOSPO_RS11550	contig2_2256
CLOSPO_RS11555	contig2_2257
CLOSPO_RS11560	contig2_2258
CLOSPO_RS11565	contig2_2259
CLOSPO_RS11570	contig2_2260
CLOSPO_RS11575	contig2_2261
CLOSPO_RS11580	contig2_2262
CLOSPO_RS11585	contig2_2263
CLOSPO_RS11590	contig2_2264
CLOSPO_RS11595	contig2_2265
CLOSPO_RS11600	contig2_2266
CLOSPO_RS11605	contig2_2267
CLOSPO_RS11610	contig2_2268
CLOSPO_RS11615	contig2_2269
CLOSPO_RS11620	contig2_2270
CLOSPO_RS11625	contig2_2271
CLOSPO_RS11630	contig2_2272
CLOSPO_RS11635	contig2_2273
CLOSPO_RS11640	contig2_2274
CLOSPO_RS11645	contig2_2275
CLOSPO_RS11650	contig2_2276
CLOSPO_RS11655	contig2_2277
CLOSPO_RS11660	contig2_2278
CLOSPO_RS11665	contig2_2279
CLOSPO_RS11670	contig2_2280
CLOSPO_RS11675	contig2_2281
CLOSPO_RS11680	contig2_2282
CLOSPO_RS11685	contig2_2283
CLOSPO_RS20370	contig2_2284
CLOSPO_RS11695	contig2_2285
CLOSPO_RS11700	contig2_2286
CLOSPO_RS11705	contig2_2287
CLOSPO_RS11710	contig2_2288
CLOSPO_RS11715	contig2_2289
CLOSPO_RS11720	contig2_2290
CLOSPO_RS11730	contig2_2291
CLOSPO_RS19765	contig2_2292
CLOSPO_RS11735	contig2_2293
CLOSPO_RS11740	contig2_2294
CLOSPO_RS11745	contig2_2295
CLOSPO_RS11750	contig2_2296
CLOSPO_RS11755	contig2_2297
CLOSPO_RS11760	contig2_2298
CLOSPO_RS11765	contig2_2299
CLOSPO_RS11775	contig2_2300
CLOSPO_RS11780	contig2_2301
CLOSPO_RS11790	contig2_2302
CLOSPO_RS11795	contig2_2303
CLOSPO_RS11800	contig2_2304
CLOSPO_RS11805	contig2_2305
CLOSPO_RS11810	contig2_2306
CLOSPO_RS11815	contig2_2307
CLOSPO_RS11820	contig2_2308
CLOSPO_RS11825	contig2_2309
CLOSPO_RS11830	contig2_2310
CLOSPO_RS11835	contig2_2311
CLOSPO_RS11840	contig2_2312
CLOSPO_RS11845	contig2_2313
CLOSPO_RS11850	contig2_2314
CLOSPO_RS11855	contig2_2315
CLOSPO_RS11860	contig2_2316
CLOSPO_RS11870	contig2_2317
CLOSPO_RS11875	contig2_2318
CLOSPO_RS11880	contig2_2319
CLOSPO_RS11885	contig2_2320
CLOSPO_RS11890	contig2_2321
CLOSPO_RS11895	contig2_2322
CLOSPO_RS11900	contig2_2323
CLOSPO_RS11905	contig2_2324
CLOSPO_RS11910	contig2_2325
CLOSPO_RS11915	contig2_2326
CLOSPO_RS11920	contig2_2327
CLOSPO_RS11925	contig2_2328
CLOSPO_RS11930	contig2_2329
CLOSPO_RS11935	contig2_2330
CLOSPO_RS11940	contig2_2331
CLOSPO_RS11945	contig2_2332
CLOSPO_RS11950	contig2_2333
CLOSPO_RS11955	contig2_2334
CLOSPO_RS11960	contig2_2335
CLOSPO_RS11965	contig2_2336
CLOSPO_RS11970	contig2_2337
CLOSPO_RS11975	contig2_2338
CLOSPO_RS11980	contig2_2339
CLOSPO_RS11985	contig2_2340
CLOSPO_RS11990	contig2_2341
CLOSPO_RS11995	contig2_2342
CLOSPO_RS12000	contig2_2343
CLOSPO_RS12005	contig2_2344
CLOSPO_RS12010	contig2_2345
CLOSPO_RS12015	contig2_2346
CLOSPO_RS12020	contig2_2347
CLOSPO_RS12025	contig2_2348
CLOSPO_RS12030	contig2_2349
CLOSPO_RS12035	contig2_2350
CLOSPO_RS12040	contig2_2351
CLOSPO_RS12045	contig2_2352
CLOSPO_RS12050	contig2_2353
CLOSPO_RS12055	contig2_2354
CLOSPO_RS12060	contig2_2355
CLOSPO_RS12065	contig2_2356
CLOSPO_RS12070	contig2_2357
CLOSPO_RS12075	contig2_2358
CLOSPO_RS12080	contig2_2359
CLOSPO_RS12085	contig2_2360
CLOSPO_RS12090	contig2_2361
CLOSPO_RS12095	contig2_2362
CLOSPO_RS12100	contig2_2363
CLOSPO_RS12105	contig2_2364
CLOSPO_RS12110	contig2_2365
CLOSPO_RS12115	contig2_2366
CLOSPO_RS12120	contig2_2367
CLOSPO_RS12125	contig2_2368
CLOSPO_RS12130	contig2_2369
CLOSPO_RS12135	contig2_2370
CLOSPO_RS12140	contig2_2371
CLOSPO_RS12145	contig2_2372
CLOSPO_RS12150	contig2_2373
CLOSPO_RS12155	contig2_2374
CLOSPO_RS12160	contig2_2375
CLOSPO_RS12165	contig2_2376
CLOSPO_RS12170	contig2_2377
CLOSPO_RS12175	contig2_2378
CLOSPO_RS12180	contig2_2379
CLOSPO_RS12185	contig2_2380
CLOSPO_RS12190	contig2_2381
CLOSPO_RS20375	contig2_2382
CLOSPO_RS12200	contig2_2383
CLOSPO_RS12205	contig2_2384
CLOSPO_RS12210	contig2_2385
CLOSPO_RS12215	contig2_2386
CLOSPO_RS12220	contig2_2387
CLOSPO_RS12225	contig2_2388
CLOSPO_RS12230	contig2_2389
CLOSPO_RS12235	contig2_2390
CLOSPO_RS12240	contig2_2391
CLOSPO_RS12245	contig2_2392
CLOSPO_RS12250	contig2_2393
CLOSPO_RS12255	contig2_2394
CLOSPO_RS12260	contig2_2395
CLOSPO_RS12265	contig2_2396
CLOSPO_RS12270	contig2_2397
CLOSPO_RS12275	contig2_2398
CLOSPO_RS12280	contig2_2399
CLOSPO_RS12285	contig2_2400
CLOSPO_RS12290	contig2_2401
CLOSPO_RS12295	contig2_2402
CLOSPO_RS12300	contig2_2403
CLOSPO_RS12305	contig2_2404
CLOSPO_RS12310	contig2_2405
CLOSPO_RS12315	contig2_2406
CLOSPO_RS12320	contig2_2407
CLOSPO_RS12325	contig2_2408
CLOSPO_RS12330	contig2_2409
CLOSPO_RS12335	contig2_2410
CLOSPO_RS12340	contig2_2411
CLOSPO_RS12345	contig2_2412
CLOSPO_RS12350	contig2_2413
CLOSPO_RS12355	contig2_2414
CLOSPO_RS12360	contig2_2415
CLOSPO_RS12365	contig2_2416
CLOSPO_RS12370	contig2_2417
CLOSPO_RS12375	contig2_2418
CLOSPO_RS12380	contig2_2419
CLOSPO_RS12385	contig2_2420
CLOSPO_RS12390	contig2_2421
CLOSPO_RS12395	contig2_2422
CLOSPO_RS12400	contig2_2423
CLOSPO_RS12405	contig2_2424
CLOSPO_RS12410	contig2_2425
CLOSPO_RS12415	contig2_2426
CLOSPO_RS12420	contig2_2427
CLOSPO_RS12425	contig2_2428
CLOSPO_RS12430	contig2_2429
CLOSPO_RS12435	contig2_2430
CLOSPO_RS12440	contig2_2431
CLOSPO_RS12445	contig2_2432
CLOSPO_RS12450	contig2_2433
CLOSPO_RS12455	contig2_2434
CLOSPO_RS12460	contig2_2435
CLOSPO_RS12465	contig2_2436
CLOSPO_RS12470	contig2_2437
CLOSPO_RS20380	contig2_2438
CLOSPO_RS12480	contig2_2439
CLOSPO_RS12485	contig2_2440
CLOSPO_RS12490	contig2_2441
CLOSPO_RS12495	contig2_2442
CLOSPO_RS12505	contig2_2443
CLOSPO_RS12510	contig2_2444
CLOSPO_RS12515	contig2_2445
CLOSPO_RS12520	contig2_2446
CLOSPO_RS12525	contig2_2447
CLOSPO_RS12530	contig2_2448
CLOSPO_RS12535	contig2_2449
CLOSPO_RS12540	contig2_2450
CLOSPO_RS12545	contig2_2451
CLOSPO_RS12550	contig2_2452
CLOSPO_RS12555	contig2_2453
CLOSPO_RS12560	contig2_2454
CLOSPO_RS12565	contig2_2455
CLOSPO_RS12570	contig2_2456
